"","Country","Year","Electricity/Heat (CO2) (MtCO2)","Manufacturing/Construction (CO2) (MtCO2)","Transportation (CO2) (MtCO2)","Other Fuel Combustion (CO2) (MtCO2)","Fugitive Emissions (CO2) (MtCO2)"
"6901","Papua New Guinea",2007,NA,NA,NA,NA,0
"6902","Paraguay",2007,0,0.08,3.43,0.33,0
"6903","Peru",2007,7.85,9.24,11.17,2.67,0.6291
"6904","Philippines",2007,28.61,12.83,21.75,4.92,0.3578
"6905","Poland",2007,171.89,41.13,42.11,48.62,0.0294
"6906","Portugal",2007,21.95,9.53,19.07,5.31,0
"6907","Qatar",2007,27.06,13.68,5.72,0.19,6.1817
"6908","Romania",2007,48.62,21.18,13.22,11.04,0
"6909","Russian Federation",2007,953.15,219.42,228.77,165,30.1492
"6910","Rwanda",2007,NA,NA,NA,NA,0
"6911","Saint Kitts & Nevis",2007,NA,NA,NA,NA,0
"6912","Saint Lucia",2007,NA,NA,NA,NA,0
"6913","Saint Vincent & Grenadines",2007,NA,NA,NA,NA,0
"6914","Samoa",2007,NA,NA,NA,NA,0
"6915","Sao Tome & Principe",2007,NA,NA,NA,NA,0
"6916","Saudi Arabia",2007,157.59,80.35,90.37,3.91,0.3547
"6917","Senegal",2007,1.72,0.83,2.01,0.41,0
"6918","Serbia",2007,30.69,8.6,5.49,4.88,0
"6919","Seychelles",2007,NA,NA,NA,NA,0
"6920","Sierra Leone",2007,NA,NA,NA,NA,0
"6921","Singapore",2007,27.56,10.77,5.95,0.52,0
"6922","Slovakia",2007,14.6,9.69,6.63,5.97,0.0295
"6923","Slovenia",2007,6.43,2.59,5.07,1.76,0
"6924","Solomon Islands",2007,NA,NA,NA,NA,0
"6925","South Africa",2007,218.53,55.1,48.25,33.79,0
"6926","Spain",2007,135.74,57.03,115.46,35.5,0
"6927","Sri Lanka",2007,4.07,1.12,6.5,1.11,0
"6928","Sudan",2007,3.49,2.18,6.41,1.62,0
"6929","Suriname",2007,NA,NA,NA,NA,0
"6930","Swaziland",2007,NA,NA,NA,NA,0
"6931","Sweden",2007,10.11,10.67,22.72,2.84,0
"6932","Switzerland",2007,3.86,6.22,16.91,15.27,0
"6933","Syria",2007,26.4,9.33,14.95,10.92,0.264
"6934","Tajikistan",2007,0.31,0,0.25,2.53,0
"6935","Tanzania",2007,1.37,0.53,2.77,0.6,0
"6936","Thailand",2007,95.26,52.02,53.74,16.41,0
"6937","Togo",2007,0.08,0.05,0.64,0.13,0
"6938","Tonga",2007,NA,NA,NA,NA,0
"6939","Trinidad & Tobago",2007,13.29,20.02,2.75,0.44,1.9079
"6940","Tunisia",2007,7.15,5.31,4.76,3.93,0.4491
"6941","Turkey",2007,104.8,62.37,47.97,49.84,0.0054
"6942","Turkmenistan",2007,21.08,3.22,6.92,24.28,0.176
"6943","Uganda",2007,NA,NA,NA,NA,0
"6944","Ukraine",2007,136.14,100.14,31.88,45.77,0
"6945","United Arab Emirates",2007,56.75,43.3,24.88,0.17,1.6202
"6946","United Kingdom",2007,239.06,59.71,128.53,95.5,1.2963
"6947","United States",2007,2760.36,612.27,1788.52,600.74,8.0343
"6948","Uruguay",2007,1.25,0.83,2.55,1.16,0
"6949","Uzbekistan",2007,41.26,17.25,8.63,43.8,0
"6950","Vanuatu",2007,NA,NA,NA,NA,0
"6951","Venezuela",2007,57.69,23.5,42.66,11.91,14.8772
"6952","Vietnam",2007,28.53,29.16,22.22,11.42,1.0808
"6953","World",2007,13483.46,5814.58,6785.72,3191.31,237.9054
"6954","Yemen",2007,5.68,2.86,5.46,5.8,1.1372
"6955","Zambia",2007,0.07,0.75,0.47,0.14,0
"6956","Zimbabwe",2007,3.34,2.26,1.24,2.63,0
"6957","Afghanistan",2008,NA,NA,NA,NA,0
"6958","Albania",2008,0.28,0.58,2.26,0.66,0
"6959","Algeria",2008,35.22,12.07,28.89,13.39,9.7059
"6960","Angola",2008,1.61,2.28,5.1,2.94,12.2729
"6961","Antigua & Barbuda",2008,NA,NA,NA,NA,0
"6962","Argentina",2008,60.68,36.98,44.69,37.09,1.5626
"6963","Armenia",2008,1.03,1.36,1.25,1.62,0
"6964","Australia",2008,236.1,50.1,84.4,18.26,0.3759
"6965","Austria",2008,23.99,13.4,22.25,11.2,0
"6966","Azerbaijan",2008,13.97,3.05,4.79,7.39,4.5469
"6967","Bahamas, The",2008,NA,NA,NA,NA,0
"6968","Bahrain",2008,21.04,2.42,3.08,0.22,0
"6969","Bangladesh",2008,19.71,9.93,5.9,8.01,0
"6970","Barbados",2008,NA,NA,NA,NA,0
"6971","Belarus",2008,35.82,10.01,10.47,7.47,0
"6972","Belgium",2008,27.87,28.34,27.09,28.23,0
"6973","Belize",2008,NA,NA,NA,NA,0
"6974","Benin",2008,0.16,0.12,2.42,1.1,0
"6975","Bhutan",2008,NA,NA,NA,NA,0
"6976","Bolivia",2008,3.46,1.32,4.89,2.47,0.2853
"6977","Bosnia & Herzegovina",2008,13.29,1.31,3.35,1.99,0
"6978","Botswana",2008,1.03,1.15,1.97,0.2,0
"6979","Brazil",2008,69.15,105.71,149.54,37.59,4.0104
"6980","Brunei",2008,3.94,1.92,1.12,0.24,0
"6981","Bulgaria",2008,31.38,7.21,8.26,1.8,0
"6982","Burkina Faso",2008,NA,NA,NA,NA,0
"6983","Burundi",2008,NA,NA,NA,NA,0
"6984","Cambodia",2008,1.21,0.18,1.82,0.32,0
"6985","Cameroon",2008,1.42,0.31,2.18,0.36,3.4407
"6986","Canada",2008,187.85,104.15,167.23,94.94,3.3161
"6987","Cape Verde",2008,NA,NA,NA,NA,0
"6988","Central African Republic",2008,NA,NA,NA,NA,0
"6989","Chad",2008,NA,NA,NA,NA,0
"6990","Chile",2008,28.72,13.69,20.37,4.98,0.3557
"6991","China",2008,3368.92,2155.9,505.6,459.54,0
"6992","Colombia",2008,11.14,19.15,22.08,6.92,0.7269
"6993","Comoros",2008,NA,NA,NA,NA,0
"6994","Congo, Dem. Rep.",2008,0.03,0.15,1.5,0,0
"6995","Congo, Rep.",2008,0.05,0.1,1.11,0.08,3.9018
"6996","Cook Islands",2008,NA,NA,NA,NA,0
"6997","Costa Rica",2008,0.67,1.13,4.32,0.47,0
"6998","Cote d'Ivoire",2008,2.84,0.58,1.55,1.38,0
"6999","Croatia",2008,6.93,4.48,6.19,3.38,0
"7000","Cuba",2008,13.18,7.38,1.87,2.66,0.1821
"7001","Cyprus",2008,3.86,0.89,2.16,0.62,0
"7002","Czech Republic",2008,66.88,20.32,18.28,12.03,0
"7003","Denmark",2008,24.53,4.67,13.81,5.6,0.2697
"7004","Djibouti",2008,NA,NA,NA,NA,0
"7005","Dominica",2008,NA,NA,NA,NA,0
"7006","Dominican Republic",2008,9.31,2.17,5.25,1.71,0
"7007","Ecuador",2008,6.6,4.59,13.38,3.29,1.7405
"7008","Egypt",2008,74.32,44.56,38.67,20.48,1.5075
"7009","El Salvador",2008,1.65,1.08,2.92,0.52,0
"7010","Equatorial Guinea",2008,NA,NA,NA,NA,1.4564
"7011","Eritrea",2008,0.23,0.02,0.11,0.06,0
"7012","Estonia",2008,13.35,1.41,2.34,0.62,0
"7013","Ethiopia",2008,0.45,1.5,2.6,1.4,0
"7014","European Union (15)",2008,1230.68,495.83,811.36,588.67,3.7132
"7015","European Union (28)",2008,1616.47,610.71,942.66,692.17,3.7787
"7016","Fiji",2008,NA,NA,NA,NA,0
"7017","Finland",2008,29.01,9.8,12.42,5.12,0
"7018","France",2008,69.13,69.4,123.64,105.23,0
"7019","Gabon",2008,0.67,0.67,0.42,0.22,1.9356
"7020","Gambia, The",2008,NA,NA,NA,NA,0
"7021","Georgia",2008,0.98,0.76,1.73,1.3,0
"7022","Germany",2008,366.99,118.63,147.78,152.8,1.9801
"7023","Ghana",2008,1.91,1.14,3.7,1.11,0
"7024","Greece",2008,50.73,9.19,22.06,12.28,0
"7025","Grenada",2008,NA,NA,NA,NA,0
"7026","Guatemala",2008,3.06,1.55,4.93,0.61,0
"7027","Guinea",2008,NA,NA,NA,NA,0
"7028","Guinea-Bissau",2008,NA,NA,NA,NA,0
"7029","Guyana",2008,NA,NA,NA,NA,0
"7030","Haiti",2008,0.24,0.52,1.31,0.24,0
"7031","Honduras",2008,2.68,1.5,2.94,0.68,0
"7032","Hungary",2008,19.93,7.01,12.85,13.22,0.0115
"7033","Iceland",2008,0.01,0.61,0.9,0.59,0
"7034","India",2008,853.63,328.4,160.29,141.29,1.6541
"7035","Indonesia",2008,139.46,105.65,81.49,34.79,6.0838
"7036","Iran",2008,157.13,92.39,114.07,134.08,30.8674
"7037","Iraq",2008,28.39,6.98,25.74,13.14,10.6501
"7038","Ireland",2008,14.49,5,13.4,10.89,0
"7039","Israel",2008,42.75,2.46,11.45,7.69,0.0532
"7040","Italy",2008,172.93,64.74,117.09,80.48,0
"7041","Jamaica",2008,2.75,4.21,2.01,0.66,0
"7042","Japan",2008,514.99,235.59,226.03,166.69,0
"7043","Jordan",2008,8.94,2.63,4.58,2.42,0
"7044","Kazakhstan",2008,120.53,65.85,13.64,26.33,4.6773
"7045","Kenya",2008,2.41,2.28,3.28,0.92,0
"7046","Kiribati",2008,NA,NA,NA,NA,0
"7047","Korea, Dem. Rep. (North)",2008,11.21,43.22,1.21,13.32,0
"7048","Korea, Rep. (South)",2008,263,95.93,84.19,58.64,0
"7049","Kuwait",2008,51.01,12.46,10.43,0.51,0.3547
"7050","Kyrgyzstan",2008,2.25,1.06,1.94,1.74,0
"7051","Laos",2008,NA,NA,NA,NA,0
"7052","Latvia",2008,2.04,1.09,3.55,1.23,0
"7053","Lebanon",2008,9.55,1.08,4.41,0.79,0
"7054","Lesotho",2008,NA,NA,NA,NA,0
"7055","Liberia",2008,NA,NA,NA,NA,0
"7056","Libya",2008,23.23,6.27,13.16,1.74,6.9878
"7057","Lithuania",2008,5.02,2.99,4.99,1.22,0
"7058","Luxembourg",2008,1.11,1.11,6.66,1.66,0
"7059","Macedonia, FYR",2008,6.11,1.3,1.19,0.41,0
"7060","Madagascar",2008,NA,NA,NA,NA,0
"7061","Malawi",2008,NA,NA,NA,NA,0
"7062","Malaysia",2008,96.65,46.28,42.19,6.16,2.9295
"7063","Maldives",2008,NA,NA,NA,NA,0
"7064","Mali",2008,NA,NA,NA,NA,0
"7065","Malta",2008,1.96,0.01,0.53,0.06,0
"7066","Mauritania",2008,NA,NA,NA,NA,0
"7067","Mauritius",2008,1.99,0.43,0.83,0.17,0
"7068","Mexico",2008,162.94,57.61,151.37,32.1,24.2578
"7069","Moldova",2008,3.71,0.69,0.96,1.96,0
"7070","Mongolia",2008,7.14,1.3,1.55,1.08,0
"7071","Montenegro",2008,1.51,0.51,0.61,0.04,0
"7072","Morocco",2008,16.71,7.3,12.11,7.15,0
"7073","Mozambique",2008,0.02,0.4,1.35,0.17,0
"7074","Myanmar",2008,2.84,2.06,2.06,0.78,0.1833
"7075","Namibia",2008,0.23,0.26,1.4,0.9,0
"7076","Nauru",2008,NA,NA,NA,NA,0
"7077","Nepal",2008,0.01,0.74,1.32,0.78,0
"7078","Netherlands",2008,68,42.73,34.96,37.13,0.1696
"7079","New Zealand",2008,10.94,6.28,13.75,2.97,0.3233
"7080","Nicaragua",2008,1.68,0.62,1.5,0.4,0
"7081","Niger",2008,NA,NA,NA,NA,0
"7082","Nigeria",2008,17.19,6.3,24.95,5.04,33.8268
"7083","Niue",2008,NA,NA,NA,NA,0
"7084","Norway",2008,12.73,8.02,13.79,3.01,0.9268
"7085","Oman",2008,18.6,20.56,7.54,1.46,2.4901
"7086","Pakistan",2008,42.97,43.66,33.41,15.68,0
"7087","Palau",2008,NA,NA,NA,NA,NA
"7088","Panama",2008,1.76,1.33,3.09,0.43,0
"7089","Papua New Guinea",2008,NA,NA,NA,NA,0
"7090","Paraguay",2008,0,0.11,3.39,0.26,0
"7091","Peru",2008,9.93,9.31,13.65,2.73,0.5242
"7092","Philippines",2008,31.21,12.29,21.97,4.73,0.3578
"7093","Poland",2008,167.14,37.42,44.02,51.05,0.0334
"7094","Portugal",2008,21.61,8.55,19.12,4.64,0
"7095","Qatar",2008,27.96,14.05,8,0.24,6.9486
"7096","Romania",2008,47.65,20.32,14.93,9.67,0
"7097","Russian Federation",2008,948,221.11,243.22,173.01,35.6644
"7098","Rwanda",2008,NA,NA,NA,NA,0
"7099","Saint Kitts & Nevis",2008,NA,NA,NA,NA,0
"7100","Saint Lucia",2008,NA,NA,NA,NA,0
"7101","Saint Vincent & Grenadines",2008,NA,NA,NA,NA,0
"7102","Samoa",2008,NA,NA,NA,NA,0
"7103","Sao Tome & Principe",2008,NA,NA,NA,NA,0
"7104","Saudi Arabia",2008,172.14,87.69,97.58,4.08,0
"7105","Senegal",2008,1.77,0.88,2.16,0.41,0
"7106","Serbia",2008,30.32,8.08,6.77,3.27,0
"7107","Seychelles",2008,NA,NA,NA,NA,0
"7108","Sierra Leone",2008,NA,NA,NA,NA,0
"7109","Singapore",2008,27.16,9.02,6.06,0.53,0
"7110","Slovakia",2008,13.4,9.31,7.26,6.48,0.0205
"7111","Slovenia",2008,6.25,2.42,5.94,2.12,0
"7112","Solomon Islands",2008,NA,NA,NA,NA,0
"7113","South Africa",2008,245.41,54.02,48.27,36.54,0
"7114","Spain",2008,119.82,54.86,109.07,33.38,0
"7115","Sri Lanka",2008,4.03,1.07,5.88,0.98,0
"7116","Sudan",2008,3.87,2.06,7.62,1.3,0
"7117","Suriname",2008,NA,NA,NA,NA,0
"7118","Swaziland",2008,NA,NA,NA,NA,0
"7119","Sweden",2008,10.5,9.45,21.97,2.49,0
"7120","Switzerland",2008,3.95,6.27,17.33,16.25,0
"7121","Syria",2008,27.92,9.02,15.02,10.88,0.264
"7122","Tajikistan",2008,0.2,0,0.25,2.48,0
"7123","Tanzania",2008,1.23,0.51,3.07,0.66,0.0151
"7124","Thailand",2008,98.46,55.88,51.29,17.14,0
"7125","Togo",2008,0.02,0.08,0.86,0.14,0
"7126","Tonga",2008,NA,NA,NA,NA,0
"7127","Trinidad & Tobago",2008,13.15,19.04,2.97,0.46,1.4536
"7128","Tunisia",2008,7.23,5.62,4.6,4.07,0.4491
"7129","Turkey",2008,112.55,38.51,45.1,67.37,0.0072
"7130","Turkmenistan",2008,22.34,3.35,7.15,23.4,1.9356
"7131","Uganda",2008,NA,NA,NA,NA,0
"7132","Ukraine",2008,134.82,89.1,38.84,42.28,0
"7133","United Arab Emirates",2008,66.42,51.51,25.85,0.3,1.7841
"7134","United Kingdom",2008,229.97,55.96,120.04,97.54,1.2938
"7135","United States",2008,2705.82,582.12,1691.44,605.86,9.3827
"7136","Uruguay",2008,3.03,0.87,2.65,1.15,0
"7137","Uzbekistan",2008,38.1,20.96,8.93,45.18,0
"7138","Vanuatu",2008,NA,NA,NA,NA,0
"7139","Venezuela",2008,65.91,52.55,44,7.12,18.9961
"7140","Vietnam",2008,29.79,37.05,23.59,11.43,1.0808
"7141","World",2008,13553.98,5895.44,6783.6,3234.3,261.0834
"7142","Yemen",2008,5.58,3.06,5.8,6.17,0.8529
"7143","Zambia",2008,0.07,0.83,0.53,0.18,0
"7144","Zimbabwe",2008,2.59,1.37,1.02,2.35,0
"7145","Afghanistan",2009,NA,NA,NA,NA,0
"7146","Albania",2009,0.17,0.77,2.2,0.51,0
"7147","Algeria",2009,36.6,12.3,30.21,17.28,10.7836
"7148","Angola",2009,2.47,2.49,5.65,3.48,12.2499
"7149","Antigua & Barbuda",2009,NA,NA,NA,NA,0
"7150","Argentina",2009,60.95,34.5,40.19,36.2,1.6171
"7151","Armenia",2009,0.64,0.97,1.13,1.51,0
"7152","Australia",2009,246.56,46.67,83.32,18.64,0.3914
"7153","Austria",2009,20.16,11.9,21.45,10.46,0
"7154","Azerbaijan",2009,11.6,1.99,4.26,6.93,2.7281
"7155","Bahamas, The",2009,NA,NA,NA,NA,0
"7156","Bahrain",2009,21.27,2.44,3.03,0.22,0
"7157","Bangladesh",2009,21.33,10.91,6.35,8.07,0
"7158","Barbados",2009,NA,NA,NA,NA,0
"7159","Belarus",2009,34.44,9.69,10.22,7.11,0
"7160","Belgium",2009,25.88,22.37,26.37,26.14,0
"7161","Belize",2009,NA,NA,NA,NA,0
"7162","Benin",2009,0.09,0.15,2.78,1.13,0
"7163","Bhutan",2009,NA,NA,NA,NA,0
"7164","Bolivia",2009,3.69,1.54,5.11,2.4,0.2471
"7165","Bosnia & Herzegovina",2009,13.68,1.35,3.45,1.26,0
"7166","Botswana",2009,0.92,1.06,1.82,0.25,0
"7167","Brazil",2009,58.12,96.48,146.98,36.74,6.2915
"7168","Brunei",2009,5.11,0.99,1.11,0.22,0
"7169","Bulgaria",2009,28.54,4.16,7.93,1.57,0
"7170","Burkina Faso",2009,NA,NA,NA,NA,0
"7171","Burundi",2009,NA,NA,NA,NA,0
"7172","Cambodia",2009,1.03,0.42,1.85,0.34,0
"7173","Cameroon",2009,1.56,0.38,2.5,0.36,3.4407
"7174","Canada",2009,170.47,96.38,162.4,90.64,2.8916
"7175","Cape Verde",2009,NA,NA,NA,NA,0
"7176","Central African Republic",2009,NA,NA,NA,NA,0
"7177","Chad",2009,NA,NA,NA,NA,0
"7178","Chile",2009,26.81,12.77,20.5,5.2,0.0755
"7179","China",2009,3555.43,2232.94,529.44,475.14,0
"7180","Colombia",2009,17.69,14.94,20.74,7.5,0.9692
"7181","Comoros",2009,NA,NA,NA,NA,0
"7182","Congo, Dem. Rep.",2009,0.03,0.14,1.5,0.04,0
"7183","Congo, Rep.",2009,0.13,0.09,1.21,0.1,3.7244
"7184","Cook Islands",2009,NA,NA,NA,NA,0
"7185","Costa Rica",2009,0.43,1.01,4.37,0.47,0
"7186","Cote d'Ivoire",2009,2.51,1.07,1.57,0.76,0
"7187","Croatia",2009,6.54,3.64,6.16,3.42,0
"7188","Cuba",2009,19.44,9.69,1.51,1.88,0.1821
"7189","Cyprus",2009,3.89,0.77,2.16,0.62,0
"7190","Czech Republic",2009,61.8,19.16,17.65,11.62,0
"7191","Denmark",2009,24.44,3.84,13.1,5.5,0.1726
"7192","Djibouti",2009,NA,NA,NA,NA,0
"7193","Dominica",2009,NA,NA,NA,NA,0
"7194","Dominican Republic",2009,8.96,2.02,5.45,1.73,0
"7195","Ecuador",2009,7.76,4.94,14.02,3.17,1.2884
"7196","Egypt",2009,78.35,40.45,41.36,22.1,1.5075
"7197","El Salvador",2009,1.63,0.97,3.03,0.54,0
"7198","Equatorial Guinea",2009,NA,NA,NA,NA,1.9115
"7199","Eritrea",2009,0.25,0.03,0.11,0.06,0
"7200","Estonia",2009,11.14,0.85,2.11,0.57,0
"7201","Ethiopia",2009,0.49,1.49,2.73,1.37,0
"7202","European Union (15)",2009,1119.81,418,782.89,564.28,3.4778
"7203","European Union (28)",2009,1476.36,511.77,909.76,667.23,3.5349
"7204","Fiji",2009,NA,NA,NA,NA,0
"7205","Finland",2009,29.16,8.17,11.86,5.35,0
"7206","France",2009,65.23,58.47,122.1,102.83,0
"7207","Gabon",2009,0.7,0.75,0.46,0.23,1.9356
"7208","Gambia, The",2009,NA,NA,NA,NA,0
"7209","Georgia",2009,1.35,0.75,2.15,1.12,0
"7210","Germany",2009,338.63,104,145.82,141.97,1.9218
"7211","Ghana",2009,1.71,1.46,4.99,1.02,0
"7212","Greece",2009,47.8,7.3,24.6,10.51,0
"7213","Grenada",2009,NA,NA,NA,NA,0
"7214","Guatemala",2009,3.24,1.77,5.57,0.56,0
"7215","Guinea",2009,NA,NA,NA,NA,0
"7216","Guinea-Bissau",2009,NA,NA,NA,NA,0
"7217","Guyana",2009,NA,NA,NA,NA,0
"7218","Haiti",2009,0.26,0.47,1.29,0.21,0
"7219","Honduras",2009,2.27,1.28,3.01,0.77,0
"7220","Hungary",2009,16.87,5.55,12.76,12.99,0.005
"7221","Iceland",2009,0,0.5,0.88,0.68,0
"7222","India",2009,940.79,388.83,175.46,170.39,1.8159
"7223","Indonesia",2009,146.12,108.09,92.97,31.92,9.2489
"7224","Iran",2009,161.42,92.24,123.95,137.51,29.1469
"7225","Iraq",2009,45.9,7.3,26.44,10.06,12.3864
"7226","Ireland",2009,12.98,3.65,12.11,10.46,0
"7227","Israel",2009,40.6,2.58,11.17,9.39,0.0532
"7228","Italy",2009,147.32,50.44,111.01,81.15,0
"7229","Jamaica",2009,2.82,2.1,1.97,0.56,0
"7230","Japan",2009,476.11,228.22,220.74,160.17,0
"7231","Jordan",2009,9.01,2.68,5.1,2.54,0
"7232","Kazakhstan",2009,111.77,51.25,12.31,23.89,4.6773
"7233","Kenya",2009,2.96,2.44,4.08,1.17,0
"7234","Kiribati",2009,NA,NA,NA,NA,0
"7235","Korea, Dem. Rep. (North)",2009,10.93,43.05,1.3,13.21,0
"7236","Korea, Rep. (South)",2009,283.14,88.67,85.16,58.65,0
"7237","Kuwait",2009,56.74,12.66,11.61,0.5,0.3547
"7238","Kyrgyzstan",2009,2.1,0.45,2.25,1.71,0
"7239","Laos",2009,NA,NA,NA,NA,0
"7240","Latvia",2009,1.97,0.89,3.1,1.21,0
"7241","Lebanon",2009,9.86,1.29,5.07,3.1,0
"7242","Lesotho",2009,NA,NA,NA,NA,0
"7243","Liberia",2009,NA,NA,NA,NA,0
"7244","Libya",2009,24.51,7.23,15.31,2.05,5.7835
"7245","Lithuania",2009,5.01,2.11,4.12,1.19,0
"7246","Luxembourg",2009,1.24,0.96,6.13,1.65,0
"7247","Macedonia, FYR",2009,5.87,0.82,1.28,0.43,0
"7248","Madagascar",2009,NA,NA,NA,NA,0
"7249","Malawi",2009,NA,NA,NA,NA,0
"7250","Malaysia",2009,90.96,34.68,41.35,5.48,3.2957
"7251","Maldives",2009,NA,NA,NA,NA,0
"7252","Mali",2009,NA,NA,NA,NA,0
"7253","Malta",2009,1.84,0.1,0.46,0.05,0
"7254","Mauritania",2009,NA,NA,NA,NA,0
"7255","Mauritius",2009,1.98,0.36,0.86,0.17,0
"7256","Mexico",2009,169.32,52.01,147.27,31.34,12.5396
"7257","Moldova",2009,3.78,0.6,0.87,2.06,0
"7258","Mongolia",2009,7.44,1.22,1.41,1.57,0
"7259","Montenegro",2009,0.8,0.26,0.62,0.02,0
"7260","Morocco",2009,15.68,6.98,12.81,7.35,0
"7261","Mozambique",2009,0.02,0.47,1.51,0.19,0
"7262","Myanmar",2009,2.13,2.18,2.26,0.8,0.1833
"7263","Namibia",2009,0.11,0.25,1.55,0.95,0
"7264","Nauru",2009,NA,NA,NA,NA,0
"7265","Nepal",2009,0.01,0.77,1.73,0.89,0
"7266","Netherlands",2009,67.66,39.02,32.83,36.62,0.0763
"7267","New Zealand",2009,8.88,6.07,13.48,2.74,0.3109
"7268","Nicaragua",2009,1.79,0.49,1.53,0.36,0
"7269","Niger",2009,NA,NA,NA,NA,0
"7270","Nigeria",2009,15.27,3.89,23.27,2.76,25.5568
"7271","Niue",2009,NA,NA,NA,NA,0
"7272","Norway",2009,13.54,6.66,13.49,3.38,0.9259
"7273","Oman",2009,20.28,24.32,7.56,1.55,2.5539
"7274","Pakistan",2009,45.14,44.6,33.98,15.78,0
"7275","Palau",2009,NA,NA,NA,NA,NA
"7276","Panama",2009,2.4,1.81,3.36,0.51,0
"7277","Papua New Guinea",2009,NA,NA,NA,NA,0
"7278","Paraguay",2009,0,0.1,3.77,0.26,0
"7279","Peru",2009,11.13,9.32,14.87,2.93,0.713
"7280","Philippines",2009,30.9,10.94,23.06,5.61,0.3936
"7281","Poland",2009,159.84,32.78,44.42,51.57,0.03
"7282","Portugal",2009,22.5,7.16,18.83,4.87,0
"7283","Qatar",2009,30.09,13.02,10.64,0.25,7.6614
"7284","Romania",2009,40.24,14.14,14.79,9.39,0
"7285","Russian Federation",2009,878.73,220.09,226.32,153.23,34.7551
"7286","Rwanda",2009,NA,NA,NA,NA,0
"7287","Saint Kitts & Nevis",2009,NA,NA,NA,NA,0
"7288","Saint Lucia",2009,NA,NA,NA,NA,0
"7289","Saint Vincent & Grenadines",2009,NA,NA,NA,NA,0
"7290","Samoa",2009,NA,NA,NA,NA,0
"7291","Sao Tome & Principe",2009,NA,NA,NA,NA,0
"7292","Saudi Arabia",2009,181.65,92.31,100.58,4.06,0
"7293","Senegal",2009,2.09,0.94,1.93,0.39,0
"7294","Serbia",2009,31.74,4.5,6.3,2.8,0
"7295","Seychelles",2009,NA,NA,NA,NA,0
"7296","Sierra Leone",2009,NA,NA,NA,NA,0
"7297","Singapore",2009,24.87,12.01,6.63,0.56,0
"7298","Slovakia",2009,12.88,7.57,6.26,6.74,0.0222
"7299","Slovenia",2009,5.99,2.05,4.95,2.01,0
"7300","Solomon Islands",2009,NA,NA,NA,NA,0
"7301","South Africa",2009,226.41,57.46,46.29,35.35,0
"7302","Spain",2009,103.91,45.33,100.57,32.64,0
"7303","Sri Lanka",2009,4.14,1.01,5.41,0.91,0
"7304","Sudan",2009,3.26,2.87,7.76,1.25,0
"7305","Suriname",2009,NA,NA,NA,NA,0
"7306","Swaziland",2009,NA,NA,NA,NA,0
"7307","Sweden",2009,10.81,6.91,21.12,2.96,0
"7308","Switzerland",2009,3.69,5.63,17.12,15.93,0
"7309","Syria",2009,29.4,6.69,12.66,8.5,0.264
"7310","Tajikistan",2009,0.08,0,0.23,1.97,0
"7311","Tanzania",2009,1.2,0.5,2.95,0.55,0
"7312","Thailand",2009,87.92,56.96,54.6,17.29,0
"7313","Togo",2009,0.04,0.16,1.91,0.16,0
"7314","Tonga",2009,NA,NA,NA,NA,0
"7315","Trinidad & Tobago",2009,12.71,19.25,3.01,0.48,1.3628
"7316","Tunisia",2009,7.58,4.92,5.66,3.35,0.7145
"7317","Turkey",2009,110.61,40.81,44.77,60.13,0.0054
"7318","Turkmenistan",2009,18.8,3.96,4.67,22.24,0.8798
"7319","Uganda",2009,NA,NA,NA,NA,0
"7320","Ukraine",2009,118.99,62.56,32.12,38.83,0
"7321","United Arab Emirates",2009,59.08,61.92,26.04,0.48,1.8023
"7322","United Kingdom",2009,202.09,48.48,114.99,91.17,1.3072
"7323","United States",2009,2486.37,492.1,1606.55,597.48,9.2523
"7324","Uruguay",2009,2.89,0.86,2.75,1.16,0
"7325","Uzbekistan",2009,39.07,17.04,8.69,37.76,0
"7326","Vanuatu",2009,NA,NA,NA,NA,0
"7327","Venezuela",2009,66.37,49.4,46.1,6.96,18.1264
"7328","Vietnam",2009,33.43,40.5,28.28,11.57,1.0808
"7329","World",2009,13357.4,5752.88,6664.87,3190.73,243.0357
"7330","Yemen",2009,6.4,3.18,6.01,6.31,1.4214
"7331","Zambia",2009,0.07,0.84,0.6,0.16,0
"7332","Zimbabwe",2009,2.71,1.56,1.09,2.68,0
"7333","Afghanistan",2010,NA,NA,NA,NA,0
"7334","Albania",2010,0.09,1.03,2.21,0.56,0
"7335","Algeria",2010,36.27,13.17,31.39,16.68,9.798
"7336","Angola",2010,2.63,2.64,6.71,3.73,12.4893
"7337","Antigua & Barbuda",2010,NA,NA,NA,NA,0
"7338","Argentina",2010,61.97,35.15,43,36.21,1.5808
"7339","Armenia",2010,0.63,0.53,1.25,1.63,0
"7340","Australia",2010,236.3,47.81,84.25,18.95,0.4479
"7341","Austria",2010,23.93,12.63,22.06,10.78,0
"7342","Azerbaijan",2010,10.05,1.72,4.95,7.11,2.3644
"7343","Bahamas, The",2010,NA,NA,NA,NA,0
"7344","Bahrain",2010,21.72,3.02,3.11,0.22,0
"7345","Bangladesh",2010,24.54,11.57,7.37,9.02,0
"7346","Barbados",2010,NA,NA,NA,NA,0
"7347","Belarus",2010,37.14,9.23,10.84,7.27,0
"7348","Belgium",2010,29.4,25.12,26.36,28.75,0
"7349","Belize",2010,NA,NA,NA,NA,0
"7350","Benin",2010,0.11,0.14,3.13,1.12,0
"7351","Bhutan",2010,NA,NA,NA,NA,0
